text,label,app_name,store_source,rating,review_date,label_source
It was working fine before. Why the change now? I can't log in!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2014-07-14T03:53:18.000Z,strict_rule_relabel
When you mark Globelines as favorite and pay from there. Error transaction unsuccessful will prompt. Fix: don't mark billers as favorite,payment_failure,GCash,Google Play (Kaggle public dataset),3,2016-07-19T00:39:16.000Z,strict_rule_relabel
"Cash in is not working been calling several times, customer service always telling me that my sim is definetly okay!! I cant use your apps wasting my time and my money just to get the gcash card! Globe better stop this apps! Really not working",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-06T02:47:29.000Z,strict_rule_relabel
"I'm starting to hate this since Globe turns a blind eye to all of us & keeps on ignoring users like me! If it wasn't for MasterCard I would've ditched this! For the last time I'll repeat my suggestion to change something on Load to GCash feature such as try cutting down the 15% fee to 10% or if that can't be I suggest that you change your denomination from 10,25,50,100,200,300 to a better one such as any amount between 20-1K with 10% interest or 10,20,30,50,100,300,500,1K with 15% fee. Sounds better?!",feature_request,GCash,Google Play (Kaggle public dataset),1,2015-06-17T18:50:07.000Z,strict_rule_relabel
"What is the problem of load to gcash transfer?? I've tried many times to transfer my load to gcash but no text response for confirmation... i do already KYC today and your sales representative said that"" IT IS NOW ACTIVE SIR"" with a big smile lol but expect the unexpected!!!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-07T11:52:55.000Z,strict_rule_relabel
please update it for MM without manually changing permissions in settings for it to work. and please add material design too :),feature_request,GCash,Google Play (Kaggle public dataset),4,2016-02-06T03:52:03.000Z,strict_rule_relabel
Sim must be on sim 1 and its not working after I logged in very frustrated. Developers pls fix the issue on logging in and dual sim. Its useless if users cannot log in.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2014-12-31T13:09:30.000Z,strict_rule_relabel
Their Paypal to Gcash cash-in is not working anymore. This app is kind of a scam now. They will always ask you to upgrade the app but their services will not be updated. They have lots of ads but be skeptical about their system. Not recommended for freelancers.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-24T10:21:24.000Z,strict_rule_relabel
Why did they remove the option to convert load to gcash? They didn't even put it in the changelog. I hope this is just a bug or people would think they are trying to con us out of our money. Pano yung nag papaload para sa gcash? That's the only reason why I use the app because it is convenient. You wasted a lot of people's money. Now it's useless.,feature_request,GCash,Google Play (Kaggle public dataset),1,2016-05-13T10:10:23.000Z,strict_rule_relabel
"GCash app is very very convenient to use most especially during emergency cases. But these past few days I'm having a hard time to log in and use the app. It'll always says that ""Sorry we are unable to process transaction"" Whyyy",payment_failure,GCash,Google Play (Kaggle public dataset),4,2016-09-26T03:04:18.000Z,strict_rule_relabel
Waste of time! Cash in from paypal to gcash not working at all! Rubbish! Dumb developers.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-01-21T10:17:14.000Z,strict_rule_relabel
"people, be aware of using GCASH, as you may kiss the money you transderred into it goodbye. i did transfer money into GCASH hoping to pay my bills ""the easy way"". that money is nowhere to be found now. customer service advised to email the GCASH team. not worth it. i tried to log in 15million times already and got the same reply : ""sorry unable to process transaction please call ****"". if i want to call for every transaction i wouldnt need the apps, would i? useless apps, a waste of storage space.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2016-09-29T02:02:35.000Z,strict_rule_relabel
Cannot log in...,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2015-02-17T13:33:02.000Z,strict_rule_relabel
TRASHY APP! CASH IN FROM PP NOT WORKING! WASTE OF MONEY AND WASTE OF TIME,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-01-21T10:18:51.000Z,strict_rule_relabel
Since they discountinued the prepaid load to cash option I don't see any purpose of this app at all I even tried calling their cust. serv. hotline and it sucks. That option is their edge to other wallet applications but they did this. Due to security reasons? How about those in rural areas wherein some of them cant hardly access your cash in stations?,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-03-22T03:01:27.000Z,strict_rule_relabel
"Amazing app for managing ur account.. pair it with a gcash Mastercard and you won't need to bring your wallet anymore.. can you add a fingerprint option in addition to the pincode, thanks!",feature_request,GCash,Google Play (Kaggle public dataset),5,2016-07-03T09:08:12.000Z,strict_rule_relabel
I just bought my master card lately and they already make my account so when i trying to login .. It says that unable to process transaction,payment_failure,GCash,Google Play (Kaggle public dataset),2,2016-09-30T13:31:40.000Z,strict_rule_relabel
i already receive the confirmation that i'm registed in GCash. but i can't Log In?,account_access_issue,GCash,Google Play (Kaggle public dataset),4,2015-04-14T09:01:21.000Z,strict_rule_relabel
It sucks! I have been trying to look for an answer to my problem but it seems that they dont have any resolution!!! I cant cash in my paypal to gcash coz incant login to my account. I have called their hotline number but there is no way for me to speak to someone for help! I will change my rate you fix my problem.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-03-17T06:20:07.000Z,strict_rule_relabel
Please enable SSS loan payments. And add BDO to GCASH cash in. Thanks.,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2016-08-02T22:41:07.000Z,strict_rule_relabel
My internet connection works fine but i can't log in my account pin,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2015-06-19T04:22:14.000Z,strict_rule_relabel
may problema paypal cash in. ayusin nyu yan,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-04-01T17:08:06.000Z,strict_rule_relabel
"Please pay attention to dual/triple SIM devices. To use this app with my Dual SIM device -- and both SIMs are working, I must set the SIM slot of call/SMS to Globe SIM. When I set both settings into 'always ask,' I cannot login.",account_access_issue,GCash,Google Play (Kaggle public dataset),2,2015-08-07T16:15:17.000Z,strict_rule_relabel
Pls fix the cash in thru paypal option. The currency selection is not appearing so when i just input the amout i want to cash in. It will error! Pls fix this asap! Thanks!,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2017-05-06T07:20:52.000Z,strict_rule_relabel
Easy to use but I hope it will support phones with dual sim,feature_request,GCash,Google Play (Kaggle public dataset),3,2017-02-06T01:46:30.000Z,strict_rule_relabel
I cannot log in or register for both android and ios app please fix imnediately!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2015-11-02T14:21:46.000Z,strict_rule_relabel
"Useless! PayPal to gcash transfer is a pain! i keep getting an error. a quick search in google shows A LOT of your customers are experiencing the same error. by the way, their customer service are useless too.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-08-28T06:41:08.000Z,strict_rule_relabel
I think you should bring back the load - cash feature,feature_request,GCash,Google Play (Kaggle public dataset),2,2017-02-17T10:05:47.000Z,strict_rule_relabel
Just Useless.....crap.... Unable to process transaction...,payment_failure,GCash,Google Play (Kaggle public dataset),1,2016-12-21T06:24:24.000Z,strict_rule_relabel
I wish the developers could enhance the U.I. for much better user experience and an option to switch using fingerprints when verifying instead of using pin code. Because it will be much convenient and much secure by using biometric authentications featured in most high end smartphones.,feature_request,GCash,Google Play (Kaggle public dataset),4,2017-03-31T08:26:06.000Z,strict_rule_relabel
"App is usually down most of the time. Getting ""unable to process transaction"" error for a month now. Completely unreliable.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2017-01-10T04:24:42.000Z,strict_rule_relabel
I cannot log in to my account,account_access_issue,GCash,Google Play (Kaggle public dataset),2,2016-02-04T03:27:02.000Z,strict_rule_relabel
Still cannot cash out from paypal with error UYE7. Anyone from Globe who can addreas this problem?,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-19T06:49:06.000Z,strict_rule_relabel
Please include Load to Gcash again.. Para d msyadong hassle pag mag cash in,transfer_issue,GCash,Google Play (Kaggle public dataset),3,2017-04-27T17:13:41.000Z,strict_rule_relabel
Pay bills button is not working... I couldn't pay Meralco anymore. Laging error.,payment_failure,GCash,Google Play (Kaggle public dataset),3,2017-04-01T03:44:05.000Z,strict_rule_relabel
"Please fix this, why i can't log in my account?",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-03-15T14:12:02.000Z,strict_rule_relabel
cant cash in through paypal..error,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-02-19T10:59:25.000Z,strict_rule_relabel
Please bring back the load to cash feature.,feature_request,GCash,Google Play (Kaggle public dataset),1,2017-04-29T07:48:38.000Z,strict_rule_relabel
At last the login issue was fixed,account_access_issue,GCash,Google Play (Kaggle public dataset),3,2016-03-18T08:59:26.000Z,strict_rule_relabel
I can't cash in from paypal to Gcash! This is so frustrating! my paypal was already linked with gcash but whenever I try to cash in it's giving me an error!!,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-20T01:04:47.000Z,strict_rule_relabel
It would be great if you its have prepaid load to gcash,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2017-05-28T02:56:07.000Z,strict_rule_relabel
"Please fix and update other bills payment like SSS, there are still errors when trying to pay for it.",payment_failure,GCash,Google Play (Kaggle public dataset),3,2017-04-02T13:20:42.000Z,strict_rule_relabel
"Can't log in. KeepS ""sending SMS""",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-04-04T17:43:05.000Z,strict_rule_relabel
The app doesnt let me reload. It keeps on giving me an error. Also it no longer allows me to cashin via paypal which has been going on for a week now.,transfer_issue,GCash,Google Play (Kaggle public dataset),3,2018-02-21T01:56:23.000Z,strict_rule_relabel
Please include home credit Peco and miwd for iloilo thank you so much And by the way load for cherry sim also,feature_request,GCash,Google Play (Kaggle public dataset),5,2017-06-16T14:06:00.000Z,strict_rule_relabel
Cannot pay my bills. error message always pops up.,payment_failure,GCash,Google Play (Kaggle public dataset),2,2017-04-08T10:05:54.000Z,strict_rule_relabel
I can't log in. Di po ba to pwede gimitin tong app for a smart lock device? My globe sim is in another phone kasi smart lock tong smartphone ko. I have a gcash account already. Please answer. Thanks.,account_access_issue,GCash,Google Play (Kaggle public dataset),3,2016-04-18T09:05:58.000Z,strict_rule_relabel
error paypal to gcash. cant cash in using paypal,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-02-21T13:08:20.000Z,strict_rule_relabel
Can you please Add BENECO & BAGUIO WATER DISTRICT to the Utilities then I shall give you 5 stars,feature_request,GCash,Google Play (Kaggle public dataset),2,2017-07-11T01:45:12.000Z,strict_rule_relabel
please fix cash in paypal to gcash. paypal has no problem. be considerate to you customers.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-24T00:53:52.000Z,strict_rule_relabel
Can you please add SUN CELLULAR? Thanks.,feature_request,GCash,Google Play (Kaggle public dataset),4,2017-07-16T10:38:11.000Z,strict_rule_relabel
"PayPal to Gcash cash-in has been unavailable since 10th of May. I contacted the GCash hotline last 12th of May and they said that the problem is with PayPal and there's no expected turnaround time. I still gave them a good review afterwards eventhough the problem isnt sorted out yet because I understand that it isnt globe's fault. 14th of May, I tried linking my PayPal to gcash again and it went through. However, everytime I click cash-in, it says that i need to link my paypal acct eventhough i already did. I contacted PayPal to listen to their side and they said that the integration for preapproved payments to G-exchange has already been sorted. So now the problem is with globe. I'm really disappointed that it's taking so long to sort this issue. The only reason why i used gcash and even took out a mastercard with globe is because i get paid by clients thru paypal and gcash is the most convenient way of withdrawing those funds. Now I have all the funds in PayPal without being able to withdraw it and im losing freelancers since i am unable to pay them. This is really bad for business. As soon as i find something else that offers similar service, i'll cut my ties with globe and get rid of gcash, my 50mbps internet subscription and wont renew my postpaid plan anymore. I am sick and tired of dealing with a company that promotes nothing but headache to consumers. I am so done with globe.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-05-15T20:23:40.000Z,strict_rule_relabel
Useless app .. most of the time you cannot login.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-04-20T12:00:08.000Z,strict_rule_relabel
"After updating to version 5.0.0:239 there's an emergency maintenance until Feb. 20. But, until now I cannot use gcash to link my paypal account, it is very inconvenient and unreliable specially the customer service on their facebook account, no one answers if you message them. It is a pain already to go to an affiliated store to cash out everytime and not to mention the fee and now this happened. The main reason I choose gcash is because of the money transfer from paypal to gcash is real time but with this kind of issue, I'm already thinking about my options. Very unsatisfying.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-24T11:03:43.000Z,strict_rule_relabel
"Please bring back ""Prepaid load to Gcash"" because it is too hard to cash-in in our provinces. It is the easiest way I think we can transfer our funds.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2017-07-24T04:42:50.000Z,strict_rule_relabel
"I am new to gcash. Whenever I register, it keeps showing error so I used the *143# and it worked. When i tap pay bills it also keeps saying error. I tried it with two different devices and it keeps saying the same error. I wanna try this Gcash service . Please fix these things. Thanks.",payment_failure,GCash,Google Play (Kaggle public dataset),2,2017-05-26T13:10:21.000Z,strict_rule_relabel
"I cannot log in with my mpin, very bad first impression..",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-05-16T11:52:03.000Z,strict_rule_relabel
"At first it was fine, very convenient to cash in from paypal. Then all of a sudden without any notice gcash suspends cash in transactions from paypal (UYE7 ERROR) Worst part no concrete turn around time till when or if for good!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-25T04:35:05.000Z,strict_rule_relabel
Still Can't log in,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-05-23T17:21:37.000Z,strict_rule_relabel
Cannot cash in from PayPal to Gcash. An error message always pops up saying i need to link my PayPal account first even if it's already linked. Will change my review if this is fixed.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-03-21T10:31:06.000Z,strict_rule_relabel
still encountered problem in bill payment functionality.. Everytime I tried to pay for our meralco bill the (Code: BBC3) error is displayed,payment_failure,GCash,Google Play (Kaggle public dataset),1,2017-08-06T08:37:38.000Z,strict_rule_relabel
Always have error on update for paypal to g-cash transfer,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-03-28T03:19:44.000Z,strict_rule_relabel
Please bring back the load to g-cash feature,feature_request,GCash,Google Play (Kaggle public dataset),1,2017-08-31T21:15:48.000Z,strict_rule_relabel
can't log in even after I updated this app!! pls fix!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-06T02:59:02.000Z,strict_rule_relabel
Kindly fix he cash in issue,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-06-01T09:19:28.000Z,strict_rule_relabel
Dogshit service. Always can't log in to this app when you need it. Sorry for the inconvenience my ass,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-07T01:29:07.000Z,strict_rule_relabel
"After the force update, gcash has stopped working. Done clearing cache and data then restart but still app crashes. Please fix this. And suggestion, test your app first before publishing it.",feature_request,GCash,Google Play (Kaggle public dataset),1,2017-09-02T10:46:34.000Z,strict_rule_relabel
"They're promoting the use of the app but it doesn't even work. After sending your password, it will give you an error then get prompted to call their hotline.",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-06-21T21:53:53.000Z,strict_rule_relabel
Error in selecting number from contacts when used to send money. Worker before,transfer_issue,GCash,Google Play (Kaggle public dataset),3,2018-07-03T14:34:02.000Z,strict_rule_relabel
"Fingerprint login, faster other network load I hope you'll add an option to use fingerprint to login and make it faster in topping-up load to other networks",feature_request,GCash,Google Play (Kaggle public dataset),4,2017-09-06T13:55:17.000Z,strict_rule_relabel
"nice application,, convenient for bir payment,, the only thing that i don't like everytime im trying to pay my meralco bill its Always error.. :(",payment_failure,GCash,Google Play (Kaggle public dataset),5,2017-12-20T04:38:57.000Z,strict_rule_relabel
i cant cash in using my union bank.. it was stuck,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-08-03T09:18:08.000Z,strict_rule_relabel
Thanks GCash. All transactions made easy.. Please add BTC bitcoin wallet account like coinsph. Thankyou.,feature_request,GCash,Google Play (Kaggle public dataset),5,2017-09-29T14:29:06.000Z,strict_rule_relabel
Fund transfer is always delay it takes more than the promise time of credit for 24hrs :( it takes 2days,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-09-03T15:24:35.000Z,strict_rule_relabel
CAN'T LOG IN!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-11-08T19:09:41.000Z,strict_rule_relabel
"i hope instead of mobile number, email adress is way better to be used in logging in with a password. Hackers can easily access your account if they know ur number and guess your mpin. #victimhere very low security for users.",account_access_issue,GCash,Google Play (Kaggle public dataset),2,2018-07-27T19:40:48.000Z,strict_rule_relabel
Please bring back the prepaid load to gcash! It's not convenient for us to find cash in centers. Sometimes 7/eleven refuses to accept cash ins as they say its offline etc etc etc,transfer_issue,GCash,Google Play (Kaggle public dataset),3,2017-11-17T01:31:52.000Z,strict_rule_relabel
Fix your system. Failed transaction on the google games but you still charged. Its felt like im being robbed!!,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-02-21T02:46:07.000Z,strict_rule_relabel
Cannot log in fix it,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-11-27T13:20:09.000Z,strict_rule_relabel
Useful app. I just can't send money to bank accounts as advertised. Kept getting an error. Their support chat is not responding.,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-10-16T03:14:30.000Z,strict_rule_relabel
Its a great app! I just hope they add bdo bank as a cash in method,transfer_issue,GCash,Google Play (Kaggle public dataset),5,2017-11-21T05:59:25.000Z,strict_rule_relabel
Ung problem sa white screen sa cash in walang reply ang gcash sa akin. Nakakainis. Hindi na convenient,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-10-16T15:06:18.000Z,strict_rule_relabel
Ung pinarefund may plano pa ba kayong ibalik? July 17 pa un. September 17 na ngayon. Sa mga gumagamit ng gcash through paypal pag nag panrefund kayo aabutin ng bwan bwan bago nila ibabalik ang pera nyo. Scammer kayo,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-09-17T08:38:43.000Z,strict_rule_relabel
"Can you add the features where i can see my last balance record history, thanks",feature_request,GCash,Google Play (Kaggle public dataset),3,2017-11-23T05:02:48.000Z,strict_rule_relabel
Hey! Please fix the issue under cash in option. Thanks and keep up the good work!,transfer_issue,GCash,Google Play (Kaggle public dataset),5,2018-10-17T00:02:52.000Z,strict_rule_relabel
Your app is really good. But can you please bring back the donate option just like before? There is no more option after the update or I am just missing something. Anyway ty dev for the app..,feature_request,GCash,Google Play (Kaggle public dataset),5,2017-11-23T17:41:23.000Z,strict_rule_relabel
Cannot log in .no improvement.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-12-25T15:01:20.000Z,strict_rule_relabel
"i kept having error when i cash in with my enrolled card, gcashcare takes too long to reply and kept asking for more info i have already provided.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-10-24T03:50:41.000Z,strict_rule_relabel
"I hate this app i cannot pay my bills in PLDT it says NULL error, sometimes internal server error. Please fix this problem i used this app over a year .",payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-04-16T23:10:27.000Z,strict_rule_relabel
"Even I've put a correct PIN, still I can't log in.",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-12-28T07:55:19.000Z,strict_rule_relabel
Transfer to bank stopped working. Now my money is stuck!,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-11-24T08:58:33.000Z,strict_rule_relabel
"Paymaya has update, meron na si paymaya na unique QR link sa wallet of every subscriber nila were in advantage sa mga small business hindi na kailangan humingi pa ng unique qr sa CS ng paymaya, gcash na unahan na kayo saan na ung update nyu sana every subscriber nyu meron din QR CODE magagamit namit to hindi na namin kukunin mga no. Ng tao para mag send ng pera o mag bayad sakanila for contact no. Privacy",payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-10-26T19:34:54.000Z,strict_rule_relabel
Why i cant load or pay bill? It always says maintenance or some error,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-05-19T00:25:42.000Z,strict_rule_relabel
Cannot login :'(,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2016-12-30T11:27:51.000Z,strict_rule_relabel
"Could have given it a five but the ""send money to bank"" option is not working now.",transfer_issue,GCash,Google Play (Kaggle public dataset),3,2018-11-24T22:21:10.000Z,strict_rule_relabel
I hope that you bring back the prepaid load to gcash becausw its very helpful for us gcash users. Thanks,feature_request,GCash,Google Play (Kaggle public dataset),2,2017-12-19T14:54:39.000Z,strict_rule_relabel
"So my cash, which I need on my bank account, is stuck with gcash. Was going to use GCASH for bank transfer. it let me send the cash, even deducted the amount immediately. Only to be reversed a day later then stating send to bank is not available. unable to speak to hotline, waited 1 hour. no rep on globe store.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-11-25T06:02:11.000Z,strict_rule_relabel
It's easy to use and doing a lot for paying bills. Please add deposit transactions to other banks for convenient use and not making queues anymore.,feature_request,GCash,Google Play (Kaggle public dataset),5,2017-12-20T11:32:36.000Z,strict_rule_relabel
"Easy and convenient. Although it took a while to load other network. Can the maintenance be done on a time that will not be hassle when doing transaction? It's annoying. In a spam of 3 weeks I have been charged unknowing twice and debited once. It's so stressfull talking to your rep, also, a turn around time of 3weeks to return my money?! It's so inconvenient!",payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-06-15T14:10:24.000Z,strict_rule_relabel
"Your bank transfer is not working, i topped up tens of thousands and now it's stucked on gcash cause i cant transfer it to other banks",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-11-26T01:53:27.000Z,strict_rule_relabel
Hey gcash can you add a features that we can deposit using our prepaid load pls there is no near 7-eleven store in our area,feature_request,GCash,Google Play (Kaggle public dataset),5,2018-01-05T11:03:28.000Z,strict_rule_relabel
I can't log in!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2017-02-09T02:37:56.000Z,strict_rule_relabel
The app was good but after the latest update I can't cash in using Paypal. So frustrating! Please fix this issue.,transfer_issue,GCash,Google Play (Kaggle public dataset),3,2018-11-27T20:23:15.000Z,strict_rule_relabel
No always easy to find outlet to cash in or out. Would be better allow all the load retailers to do it,transfer_issue,GCash,Google Play (Kaggle public dataset),4,2018-02-11T03:11:36.000Z,strict_rule_relabel
I send money to.my friend but deducted twice to my account.but the my friend only received it once..,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-07-19T03:32:08.000Z,strict_rule_relabel
I can't log in half the time.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2017-02-17T08:03:03.000Z,strict_rule_relabel
"Very poor performance, i was trying to transfer money to a certain bank account it's always failing.it was really time consuming .can you fix this ASAP please! You are not making people's life easy!",transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-12-02T15:31:16.000Z,strict_rule_relabel
i can't create an account and as i've read from other reviews that there seems to be a problem with the mpin. it would be great if you could fix this asap.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2018-02-11T13:15:01.000Z,strict_rule_relabel
"At first I was hesitant, but the app was good. My favorite part is I can request a transaction history that looks like a ledger, plus you can save it for auditing. It's easy to navigate but sometimes the app is not responding so I need to check if I need to update it. I also like their responsive customer email support because when I was charged twice for a purchase they made sure to return it within the timeframe they gave me (that's the reason I gave 4 stars).I just hope you can improve customer care option, or maybe you can add it to your app (that's an opportunity you'll need to work on as well cause cs hotline isn't that satisfactory).",payment_failure,GCash,Google Play (Kaggle public dataset),4,2018-07-20T05:14:09.000Z,strict_rule_relabel
"Full of bugs and problems. It always reject my cash in transactions. When it did, it did not reflect in my balance.",transfer_issue,GCash,Google Play (Kaggle public dataset),2,2018-12-07T10:43:02.000Z,strict_rule_relabel
Got my account locked instantly. Thanks,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2017-04-04T09:12:03.000Z,strict_rule_relabel
My account was already verified now it's semi verified. Worse I cashed in with my debit card and my debit card was deducted even when the cash in failed. Tried contacting customer service to no avail.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-12-12T12:50:33.000Z,strict_rule_relabel
Can you add a loading in online games like garena. Or steam,feature_request,GCash,Google Play (Kaggle public dataset),3,2018-02-13T12:58:05.000Z,strict_rule_relabel
Unable to pay bills after app update,payment_failure,GCash,Google Play (Kaggle public dataset),1,2018-08-02T08:57:09.000Z,strict_rule_relabel
Cash in issues and they don't resolve it seems like they don't care,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2018-12-13T00:54:05.000Z,strict_rule_relabel
I love this app. I hope you can update this and add payoneer to gcash.,feature_request,GCash,Google Play (Kaggle public dataset),5,2018-02-27T11:54:32.000Z,strict_rule_relabel
Hey pls fix this issue i cant pay bills..i ussually using this app to pay bills but since the update i cnt pay bills no more pls..,payment_failure,GCash,Google Play (Kaggle public dataset),2,2018-08-11T02:17:33.000Z,strict_rule_relabel
